D1_2F_AP08,97.957,91.6694,32.4042
D1_2F_AP07,97.957,116.523,32.4042
D1_2F_AP06,97.957,143.714,32.4042
D1_2F_AP05,97.957,169.869,32.4042
D1_2F_AP04,97.957,196.444,32.4042
D1_2F_AP03,97.957,222.956,32.4042
D1_2F_AP09,143.918,91.6694,32.4042
D1_2F_AP10,143.918,116.523,32.4042
D1_2F_AP11,143.918,143.714,32.4042
D1_2F_AP02,118.237,259.95,32.4042
D1_2F_AP01,154.053,259.95,32.4042
D1_2F_AP27,247.916,288.926,32.4042
D1_2F_AP28,375.77,288.926,32.4042
D1_2F_AP29,451.918,288.926,32.4042
D1_2F_AP26,534.288,222.956,32.4042
D1_2F_AP25,534.288,196.444,32.4042
D1_2F_AP24,534.288,169.869,32.4042
D1_2F_AP23,534.288,143.714,32.4042
D1_2F_AP22,534.288,116.523,32.4042
D1_2F_AP21,534.288,91.6694,32.4042
D1_2F_AP20,534.288,63.228,32.4042
D1_2F_AP19,534.288,37.5023,32.4042
D1_2F_AP18,491.637,37.5023,32.4042
D1_2F_AP17,491.637,63.228,32.4042
D1_2F_AP16,491.637,91.6694,32.4042
D1_2F_AP15,491.637,116.523,32.4042
D1_2F_AP14,491.637,143.714,32.4042
D1_2F_AP12,371.509,226.892,32.4042
D1_2F_AP13,336.711,226.892,32.4042
