D1_2F_AP08,22.956999999999994,32.40420000000001,-91.6694
D1_2F_AP07,22.956999999999994,32.40420000000001,-116.523
D1_2F_AP06,22.956999999999994,32.40420000000001,-143.714
D1_2F_AP05,22.956999999999994,32.40420000000001,-169.869
D1_2F_AP04,22.956999999999994,32.40420000000002,-196.444
D1_2F_AP03,22.956999999999994,32.40420000000002,-222.956
D1_2F_AP09,68.918,32.40420000000001,-91.6694
D1_2F_AP10,68.918,32.40420000000001,-116.523
D1_2F_AP11,68.918,32.40420000000001,-143.714
D1_2F_AP02,43.236999999999995,32.40420000000002,-259.95
D1_2F_AP01,79.053,32.40420000000002,-259.95
D1_2F_AP27,172.916,32.40420000000002,-288.926
D1_2F_AP28,300.77,32.40420000000002,-288.926
D1_2F_AP29,376.918,32.40420000000002,-288.926
D1_2F_AP26,459.288,32.40420000000002,-222.956
D1_2F_AP25,459.288,32.40420000000002,-196.444
D1_2F_AP24,459.288,32.40420000000001,-169.869
D1_2F_AP23,459.288,32.40420000000001,-143.714
D1_2F_AP22,459.288,32.40420000000001,-116.523
D1_2F_AP21,459.288,32.40420000000001,-91.6694
D1_2F_AP20,459.288,32.40420000000001,-63.228
D1_2F_AP19,459.288,32.4042,-37.5023
D1_2F_AP18,416.637,32.4042,-37.5023
D1_2F_AP17,416.637,32.40420000000001,-63.228
D1_2F_AP16,416.637,32.40420000000001,-91.6694
D1_2F_AP15,416.637,32.40420000000001,-116.523
D1_2F_AP14,416.637,32.40420000000001,-143.714
D1_2F_AP12,296.509,32.40420000000002,-226.892
D1_2F_AP13,261.711,32.40420000000002,-226.892
