D1_5F_AP10,137.17,82.934,102.136
D1_5F_AP11,137.17,110.67,102.136
D1_5F_AP12,138.02,139.26,102.136
D1_5F_AP09,93.293,82.934,102.136
D1_5F_AP08,93.293,110.67,102.136
D1_5F_AP07,93.293,139.26,102.136
D1_5F_AP06,93.576,167.29,102.136
D1_5F_AP05,93.576,195.88,102.136
D1_5F_AP04,93.576,224.18,102.136
D1_5F_AP03,111.98,264.66,102.136
D1_5F_AP02,148.77,264.66,102.136
D1_5F_AP01,185.29,264.66,102.136
D1_5F_AP34,255.73,278.36,102.136
D1_5F_AP13,331.54,263.2,102.136
D1_5F_AP14,368.23,263.2,102.136
D1_5F_AP15,405.04,262.15,102.136
D1_5F_AP16,441.84,262.15,102.136
D1_5F_AP17,478.07,262.15,102.136
D1_5F_AP18,515.15,262.15,102.136
D1_5F_AP20,366.26,228.47,102.136
D1_5F_AP19,332.01,228.47,102.136
D1_5F_AP25,489.39,25.814,102.136
D1_5F_AP24,489.39,54.317,102.136
D1_5F_AP23,489.2,84.0,102.136
D1_5F_AP22,489.2,110.14,102.136
D1_5F_AP21,489.2,138.84,102.136
D1_5F_AP33,513.85,223.37,102.136
D1_5F_AP32,513.85,195.07,102.136
D1_5F_AP31,513.85,167.15,102.136
D1_5F_AP30,513.85,138.45,102.136
D1_5F_AP29,513.85,110.14,102.136
D1_5F_AP28,531.85,82.428,102.136
D1_5F_AP27,531.85,54.317,102.136
D1_5F_AP26,532.05,25.814,102.136
