D1_7F_AP10,137.17,82.934,148.623
D1_7F_AP11,137.17,110.67,148.623
D1_7F_AP12,138.02,139.26,148.623
D1_7F_AP09,93.293,82.934,148.623
D1_7F_AP08,93.293,110.67,148.623
D1_7F_AP07,93.293,139.26,148.623
D1_7F_AP06,93.576,167.29,148.623
D1_7F_AP05,93.576,195.88,148.623
D1_7F_AP04,93.576,224.18,148.623
D1_7F_AP03,111.98,264.66,148.623
D1_7F_AP02,148.77,264.66,148.623
D1_7F_AP01,185.29,264.66,148.623
D1_7F_AP34,255.73,278.36,148.623
D1_7F_AP13,331.54,263.2,148.623
D1_7F_AP14,368.23,263.2,148.623
D1_7F_AP15,405.04,262.15,148.623
D1_7F_AP16,441.84,262.15,148.623
D1_7F_AP17,478.07,262.15,148.623
D1_7F_AP18,515.15,262.15,148.623
D1_7F_AP20,366.26,228.47,148.623
D1_7F_AP19,332.01,228.47,148.623
D1_7F_AP25,489.39,25.814,148.623
D1_7F_AP24,489.39,54.317,148.623
D1_7F_AP23,489.2,84.0,148.623
D1_7F_AP22,489.2,110.14,148.623
D1_7F_AP21,489.2,138.84,148.623
D1_7F_AP33,513.85,223.37,148.623
D1_7F_AP32,513.85,195.07,148.623
D1_7F_AP31,513.85,167.15,148.623
D1_7F_AP30,513.85,138.45,148.623
D1_7F_AP29,513.85,110.14,148.623
D1_7F_AP28,531.85,82.428,148.623
D1_7F_AP27,531.85,54.317,148.623
D1_7F_AP26,532.05,25.814,148.623
