D1_9F_AP10,137.17,82.934,195.111
D1_9F_AP11,137.17,110.67,195.111
D1_9F_AP12,138.02,139.26,195.111
D1_9F_AP09,93.293,82.934,195.111
D1_9F_AP08,93.293,110.67,195.111
D1_9F_AP07,93.293,139.26,195.111
D1_9F_AP06,93.576,167.29,195.111
D1_9F_AP05,93.576,195.88,195.111
D1_9F_AP04,93.576,224.18,195.111
D1_9F_AP03,111.98,264.66,195.111
D1_9F_AP02,148.77,264.66,195.111
D1_9F_AP01,185.29,264.66,195.111
D1_9F_AP34,255.73,278.36,195.111
D1_9F_AP13,331.54,263.2,195.111
D1_9F_AP14,368.23,263.2,195.111
D1_9F_AP15,405.04,262.15,195.111
D1_9F_AP16,441.84,262.15,195.111
D1_9F_AP17,478.07,262.15,195.111
D1_9F_AP18,515.15,262.15,195.111
D1_9F_AP20,366.26,228.47,195.111
D1_9F_AP19,332.01,228.47,195.111
D1_9F_AP25,489.39,25.814,195.111
D1_9F_AP24,489.39,54.317,195.111
D1_9F_AP23,489.2,84.0,195.111
D1_9F_AP22,489.2,110.14,195.111
D1_9F_AP21,489.2,138.84,195.111
D1_9F_AP33,513.85,223.37,195.111
D1_9F_AP32,513.85,195.07,195.111
D1_9F_AP31,513.85,167.15,195.111
D1_9F_AP30,513.85,138.45,195.111
D1_9F_AP29,513.85,110.14,195.111
D1_9F_AP28,531.85,82.428,195.111
D1_9F_AP27,531.85,54.317,195.111
D1_9F_AP26,532.05,25.814,195.111
